type_label,type_start,type_end,subtype,title_de,description_de,title_en,part,division,subsection,group_label,group_title,grundtvig_no,grimm_no,page
1653 A,1653,1653,A,Die Tür soll bewacht werden (vgl. No. 1009),Mann und Frau auf dem Baume; sie lässt die Tür fallen; die Räuber fliehen erschreckt und lassen ihre Schätze<!--Schatze--> zurück.,The door is to be guarded,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,,58
1653 B,1653,1653,B,,Die Brüder auf dem Baume; der Dummkopf lässt die mitgenommene Tür (Leiche) fallen.,,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1640–1674,Glück durch Zufall,,,58
1675,1675,1675,,Der Ochse (Esel) als Bürgermeister,"der Bauer lässt seinen Ochsen studieren; glaubt, dass er Bürgermeister geworden ist; Besuch beim Bürgermeister.",The ox (ass) as burgomaster,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,,58
1680,1680,1680,,"Der Mann, der eine Hebamme sucht","schlägt aus Versehen den Hund tot, ertränkt die Hebamme und tötet das Kind.",The man who sought a midwife,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,,58
1681,1681,1681,,Das Missgeschick des Knaben,"tötet aus Versehen sein Pferd, wirft die Axt in den See; in Teer und Federn u. s. w. (vgl. No. 1383).",The boy's misfortunes,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,,58
1685,1685,1685,,Der Dummkopf als Bräutigam,"Hund Petersilie in die Suppe; soll das Zimmer aufräumen (wirft den Ofen heraus); soll der Braut „gute Augen zuwerfen“ (wirft ihr Augen von Schafen und Ochsen auf den Teller, vgl. No. 1006); sie entflieht, der Ziegenbock statt der Braut im Bett.",The fool as bridegroom,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,,58
1695,1695,1695,,"Der Narr verdirbt die Arbeit des Schusters, des Schneiders und des Schmiedes",.,"The fool spoils the work of the shoemaker, the tailor, and the smith",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,,58
1696,1696,1696,,,"„Was hätte ich sagen (tun) sollen?“ die Mutter lehrt den Jungen (der Mann die Frau), was er bei der oder jener Gelegenheit sagen (tun) soll; er bringt stets die Aussprüche u. s. w. bei der unpassendsten Gelegenheit an und erhält überall Prügel (Grimm No. 143, Gg No. 109 A).",,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,109 A,"143, Gg No",58
1697,1697,1697,,"„Wir drei“, „ums Geld“","drei Wanderer in fremdem Lande kennen von der fremden Sprache nur drei Redensarten; geraten dadurch in den Verdacht, einen Menschen ermordet zu haben (vgl. No. 360) (Grimm No. 120).","""We three"", ""for the money""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1675–1724,Der Dummkopf,,120,58
1725,1725,1725,,Der buhlerische Pfarrer im Schrank,"der schlaue Knecht, schickt sich an, den Schrank ins Wasser zu werfen; im Strohbündel; der Mann erhält statt des Pfarrers das Essen; der Mann eilt, ohne den Sachverhalt zu kennen, hinter dem Pfarrer her; die Frau gesteht ihre Untreue (Gg No. 99).",The lecherous parson in the cupboard,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,99,,59
1730,1730,1730,,"Der Pfarrer, der Küster und der Kirchendiener bei der schönen Frau","die drei Männer unbekleidet im Versteck, als der Gatte nach Hause kommt; die Frau ladet Gäste ein; die drei werden hinausgejagt.","The parson, the sexton, and the beadle with the beautiful woman",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1731,1731,1731,,Der Junge und die schönen Schuhe,"er betrügt die Frau, die Tochter und die Magd des Pfarrers und schliesslich den ihm nachsetzenden Pfarrer selbst (Heilung des Grindes; den Zapfen des Weinfasses halten).",The boy and the beautiful shoes,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1735,1735,1735,,"„Wer sein einziges Gut hingibt, erhält es zehnfältig wieder“","die vom Bauern dem Pfarrer geschenkte Kuh führt ihm die Kühe des Pfarrers zu; wer zuerst dem anderen guten Morgen sagt, soll die Kühe behalten.","""Who gives away his only good receives it back tenfold""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1736,1736,1736,,Der geizige Pfarrer,"die Knechte mähen den ganzen Tag nicht; „das Gras soll wieder aufstehn!“, „das Geld im Beutel soll sich in Wespen verwandeln!“ (Gg No. 100 A).",The stingy parson,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,100 A,,59
1737,1737,1737,,Der Pfarrer im Sack zum Himmel,"der Junge gibt vor, der Engel Gabriel zu sein (vgl. No. 1525 A).",The parson in the sack to heaven,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1738,1738,1738,,Der Traum,alle Pfarrer in der Hölle.,The dream,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1739,1739,1739,,Der Pfarrer und das Kalb,"der kranke Pfarrer; Vertauschung des zu untersuchenden Urines; der Pfarrer glaubt, mit einem Kalbe schwanger zu sein; das Kalb in der Badestube (Gg No. 113).",The parson and the calf,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,113,,59
1750,1750,1750,,Die dumme Frau des Pfarrers,"der Liebhaber der Frau übernimmt es auf ihren Wunsch, die Hühnereier auszubrüten; berichtet, dass die Küchlein singen: „der Bauer hat mit der Frau des Pfarrers geschlafen“; darf nun das Korn u. s. w. behalten.",The parson's stupid wife,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1725–1824,Der Pfarrer wird betrogen,,,59
1775,1775,1775,,Der hungrige Pfarrer,"auf dem Jagdausflug; Nachtquartier beim Bauer; der Pfarrer sucht Nachts nach Grütze, um seinen Hunger zu stillen (der Küster hat ihm das Ende eines Strickes zur Orientierung in die Hand gegeben) etc. (Gg No. 100 B).",The hungry parson,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,100 B,,60
1776,1776,1776,,Der Küster fällt in den Braukessel,"der Pfarrer pflegt unerlaubten Umgang mit der Magd; der Küster fällt aus seinem Versteck in den Braukessel; der Pfarrer und die Magd glauben, es wäre der Teufel und flüchten; das Bier bleibt dem Küster (vgl. No. 1360).",The sexton falls into the brewing vat,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1785,1785,1785,,Der Pfarrer flucht bei der Predigt,,The parson curses during the sermon,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1785 A,1785,1785,A,Der Hund des Küsters raubt die Wurst aus der Tasche des Pfarrers,.,The sexton's dog steals the sausage from the parson's pocket,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1785 B,1785,1785,B,Der Küster steckt Nadeln in das Kanzelbrett,der Pfarrer schlägt mit der Hand darauf.,The sexton sticks needles into the pulpit board,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1785 C,1785,1785,C,Das Wespennest des Küsters,.,The sexton's wasps' nest,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1786,1786,1786,,Der Pfarrer in der Kirche auf dem Ochsen,"will zeigen, wie Christus in Jerusalem einritt; reitet auf einem Ochsen in der Kirche; der Küster sticht den Ochsen mit einer Nadel.",The parson in church on the ox,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1790,1790,1790,,Der Küster und der Pfarrer stehlen eine Kuh,"da der Küster vor Gericht die ganze Geschichte als Traum erzählt, werden beide freigesprochen.",The sexton and the parson steal a cow,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,,60
1791,1791,1791,,Der Küster trägt den Pfarrer,Diebe stehlen ein Schaf oder Rüben; der lahme Pfarrer lässt sich vom Küster hintragen; beide halten die Diebe für den Teufel und laufen davon (Grimm No. 59).,The sexton carries the parson,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1775–1824,Pfarrer und Küster,,59,60
1825,1825,1825,,Der Bauer als Pfarrer,,The peasant as parson,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,60
1825 A,1825,1825,A,,Der Pfarrer betrunken; Liebesverhältnis des Bischof und der Frau des Pfarrers; Predigt des Pfarrers; die Beschwerde der Gemeinde wird abgewiesen.,,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,60
1825 B,1825,1825,B,„Ich predige Gottes Wort“,"der Pfarrer wiederholt immer nur diesen Ausspruch, statt zu predigen; die Beschwerde der Gemeinde abgewiesen (Gg No. 114).","""I preach the word of God""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,114,,61
1825 C,1825,1825,C,Die durchgesägte Kanzel,"der unwissende Pfarrer soll predigen; sägt vorher die Kanzel fast ganz ab; verkündet, dass ein Wunder geschehen soll, die Kanzel fällt herunter (vgl. No. 1641).",The sawn-through pulpit,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1830,1830,1830,,"Der Pfarrer verspricht in seiner Probepredigt solches Wetter, wie die Gemeinde wünscht",die Gemeinde kann sich nicht einigen: „dann mögt ihr es haben wie früher“.,The parson promises in his trial sermon whatever weather the parish wishes,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1831,1831,1831,,Pfarrer und Küster beim Messelesen,der Schaf- oder Pferdediebstahl.,Parson and sexton at mass,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1832,1832,1832,,Die Predigt vom reichen Manne,der Pfarrer: „er fuhr zur Hölle“; der arme Bauer: „dann nahm er meinen Mantelsack mit“.,The sermon about the rich man,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1833,1833,1833,,„Was sagt David?“,der Knecht: „bezahle deine alte Schuld“.,"""What says David?""",III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1837,1837,1837,,Der Pfarrer will in der Kirche eine Taube fliegen lassen,sie ist in seiner Tasche verendet.,The parson wants to let a dove fly in the church,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1838,1838,1838,,Das Schwein in der Kirche,der Pfarrer rittlings auf dem Schweine.,The pig in the church,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1840,1840,1840,,Bei der Einsegnung des Grabes kommt ein Ochse los,„jetzt holte ihn der Teufel“.,At the blessing of the grave an ox breaks loose,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1845,1845,1845,,Der Schüler als Heilkünstler,"lässt um den Hals des kranken Kalbes einen Zettel hängen, auf dem geschrieben ist: „wenn es nicht leben bleibt, mag es sterben“; wird später als Pfarrer krank; man will ihn mit demselben Wundermittel gesund machen.",The student as healer,III. Schwänke,,Schwänke mit einem Manne (Knaben) als Hauptperson,1825–1874,Andere Schwänke vom Pfarrer,,,61
1875,1875,1875,,Der Knabe am Schwanze des Wolfes,"(er versteckt sich in der Mühle, verscheucht die Räuber von ihren Schätzen, vgl. 1653); wird in ein Fass gesteckt; hält sich durch ein Loch im Fasse am Schwanze des Wolfes fest (Gg No. 95).",The boy on the wolf's tail,III. Schwänke,,Lügenmärchen,,,95,,61
1876,1876,1876,,Die Gänse an der Schnur,der Habicht fliegt mit ihnen davon (Grimm No. 185).,The geese on the string,III. Schwänke,,Lügenmärchen,,,,185,62
1877,1877,1877,,Der Knabe im hohlen Baum,"der Holzhauer hackt in den Baum, lässt entsetzt sein Pferd im Stich.",The boy in the hollow tree,III. Schwänke,,Lügenmärchen,,,,,62
1880,1880,1880,,,"Der Knabe hat einen Hut aus Butter und Kleider aus Papier; wird aus einer Kanone geschossen u. s. w. [Der Fresssack, siehe No. 333].",,III. Schwänke,,Lügenmärchen,,,,,62
1890,1890,1890,,,"Die Flinte geht aus Versehen los; Auerhahn, der Auswuchs an dem Baum, Bär, Hase u. a.",,III. Schwänke,,Lügenmärchen,1890–1909,Jagdgeschichten,,,62
1891,1891,1891,,Der grosse Hasenfang,die Hasen frieren Nachts mit den Pfoten im Eise fest.,The great hare-catch,III. Schwänke,,Lügenmärchen,1890–1909,Jagdgeschichten,,,62
1892,1892,1892,,,"Das geschundene Pferd wälzt sich auf dem Felde; in seinen Flanken wächst Hafer; der Mann bindet eine Keule an den Schwanz des Pferdes, erbeutet auf diese Weise viele Birkhühner.",,III. Schwänke,,Lügenmärchen,1890–1909,Jagdgeschichten,,,62
1895,1895,1895,,,Ein Mann watet durchs Wasser; in seinen Stiefeln fangen sich dabei viele Fische.,,III. Schwänke,,Lügenmärchen,1890–1909,Jagdgeschichten,,,62
1920,1920,1920,,Wettstreit im Lügen,,The lying contest,III. Schwänke,,Lügenmärchen,,,,,62
1920 A,1920,1920,A,,"Der eine: „das Meer brennt“, der andere: „viele gebratene Fische“; der grosse Kohl (vgl. No. 1960 D), der grosse Kessel (vgl. No. 1960 F) (Gg No. 95).",,III. Schwänke,,Lügenmärchen,,,95,,62
1920 B,1920,1920,B,,"Der eine sagt: „Ich habe keine Zeit“, und lügt dabei (der grosse Fischfang, vgl. No. 1960 C).",,III. Schwänke,,Lügenmärchen,,,,,62
1920 C,1920,1920,C,,"Der Herr und der Bauer, die grossen Ochsen. [Der Jüngling bringt die Königstochter dazu, zu sagen: „das ist eine Lüge“, siehe No. 852].",,III. Schwänke,,Lügenmärchen,,,,,62
1930,1930,1930,,Schlaraffenland,"in dem unmögliche Dinge vorgehn (die Tauben rupfen einen Wolf, gebratene Hühner fliegen u. dergl.) (Grimm No. 158, 159).",The land of Cockaigne,III. Schwänke,,Lügenmärchen,,,,"158, 159",62
1931,1931,1931,,"Die Frau, die fragt, wie es daheim steht","bekommt lauter unmögliche Antworten: der See ist abgebrannt, der Hahn ist Küster geworden u. s. w. align=""right"" valign=""top"" |",The woman who asked how things stood at home,III. Schwänke,,Lügenmärchen,,,,,62
1940,1940,1940,,Die sonderbaren Namen,"der Hof, in dem Tiere und Gegenstände sonderbare Namen haben (Gg No. 93).",The strange names,III. Schwänke,,Lügenmärchen,,,93,,63
1950,1950,1950,,Die drei Faulen,wer der faulste ist; jeder erzählt eine Probe seiner Faulheit (Grimm No. 151).,The three lazy ones,III. Schwänke,,Lügenmärchen,,,,151,63
1960,1960,1960,,Das grosse Tier oder der grosse Gegenstand,,The great animal or the great object,III. Schwänke,,Lügenmärchen,,,,,63
1960 A,1960,1960,A,,"Der grosse Ochse (Pferd, Schaf u. a.).",,III. Schwänke,,Lügenmärchen,,,,,63
1960 B,1960,1960,B,,Der grosse Fisch.,,III. Schwänke,,Lügenmärchen,,,,,63
1960 C,1960,1960,C,,Der grosse Fischfang (vgl. No. 1920 B).,,III. Schwänke,,Lügenmärchen,,,,,63
1960 D,1960,1960,D,,"Die grosse Rübe (Kohl, Kartoffel u. a.) (vgl. No. 1920 A) (Grimm No. 146).",,III. Schwänke,,Lügenmärchen,,,,146,63
1960 E,1960,1960,E,,"Der grosse Bauernhof (Pferde- und Viehstall, Mühle u. a.).",,III. Schwänke,,Lügenmärchen,,,,,63
1960 F,1960,1960,F,,Der grosse Kessel (vgl. No. 1920 A).,,III. Schwänke,,Lügenmärchen,,,,,63
1960 G,1960,1960,G,,Der grosse Baum (zum Himmel emporwachsende Pflanze u. a.).,,III. Schwänke,,Lügenmärchen,,,,,63
